"age","C","YL"
"0","15.176631523525","0"
"1","14.833680421137","0"
"2","14.807883569307","0"
"3","15.51985685945","0"
"4","15.508046790237","0"
"5","15.490371597553","1.229454863937"
"6","16.045940542631","1.4278340734588"
"7","16.138449893336","1.6256181659899"
"8","16.198867883468","1.8626546428847"
"9","16.229821381046","2.1190444158282"
"10","16.215132570202","2.4154369712159"
"11","16.235291904143","2.7544875867961"
"12","16.241603348523","3.1395464618537"
"13","16.098644474006","3.5617595777296"
"14","16.061543607199","3.993064634413"
"15","15.992152591597","4.4659680624511"
"16","15.85003072404","4.9662085581391"
"17","15.500910785595","5.4277032812268"
"18","14.891164590253","5.843881354927"
"19","14.102364207356","6.1562595358211"
"20","15.062051184719","6.4623417180312"
"21","14.053074767873","6.7849962679165"
"22","13.199383620405","7.1117148847711"
"23","12.580163740566","7.5140883323875"
"24","12.140318487749","8.0222469996678"
"25","11.707173612693","8.6357295411306"
"26","11.248174617295","9.1667485183844"
"27","10.753762944688","9.8939165777912"
"28","10.262308345142","10.589975037872"
"29","9.782815674687","11.21583991355"
"30","9.3117129701593","12.082235158902"
"31","8.8999484462108","12.901730396893"
"32","8.5023007901269","13.417942037437"
"33","8.1181912092629","13.714226317524"
"34","7.7514506012283","13.925817913546"
"35","7.4564380251977","14.099805846098"
"36","7.1681145389145","14.274978670754"
"37","6.9099750415154","14.249053257379"
"38","6.6692766211467","13.904036378881"
"39","6.4268310352155","13.452755127729"
"40","6.044740849265","13.015539693668"
"41","5.8150563749311","12.526162510602"
"42","5.5879044316051","12.072584366965"
"43","5.3928253770859","11.65021168529"
"44","5.2306934306802","11.271788364875"
"45","5.0701792010982","10.958993865091"
"46","4.9121676511","10.646401437967"
"47","4.7693853189457","10.404891271116"
"48","4.6719756164529","10.303282907966"
"49","4.5861453148812","10.057607288362"
"50","4.4954292460181","9.8161144049081"
"51","4.3983589334214","9.6269694255766"
"52","4.2802354748673","9.4557207175713"
"53","4.1533195886704","9.1068953871666"
"54","4.002507831876","8.6070677001568"
"55","3.8418245673345","8.1052825770881"
"56","3.6950696094111","7.7852324564081"
"57","3.5379462040948","7.3247117960689"
"58","3.3586533496532","6.7401245932523"
"59","3.1725084227803","6.0807378892534"
"60","2.9756681705303","5.3198820698215"
"61","2.7696801460937","4.5721378485563"
"62","2.5827864568539","3.9670532259976"
"63","2.4335575726004","3.5064324662522"
"64","2.3187999195116","3.1230806375156"
"65","2.2251786310528","2.7245926256253"
"66","2.1165576134095","2.4077074818687"
"67","2.0025027906061","2.1368697346985"
"68","1.8836716877945","1.9609896652384"
"69","1.7653548246042","1.8014655748161"
"70","1.6590001541789","1.6873282710235"
"71","1.5668847088615","1.5759775404961"
"72","1.471959561966","1.4400578650503"
"73","1.3787743230831","1.3132681890944"
"74","1.2891759203878","1.2015756836952"
"75","1.2059053708239","1.0513255876828"
"76","1.1391613245292","0.92025640516849"
"77","1.1035404293394","0.80831740874267"
"78","1.0871489447033","0.72263838446069"
"79","1.0910300865552","0.66547222883398"
"80","0","0"
